Dup?,Merge?,Reason,Merged in Moztrap?,Case ID 1,Case ID 2,Case 1 ,Case 2,Diff,CaseVersion ID 1,CaseVersion ID 2
No,No,TC1593 has been disabled,,1593,1595,https://moztrap.mozilla.org/manage/cases/?filter-id=1593,https://moztrap.mozilla.org/manage/cases/?filter-id=1595,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210439&rhs=210440,210439,210440
No,No,TC1593 has been disabled,,1593,1596,https://moztrap.mozilla.org/manage/cases/?filter-id=1593,https://moztrap.mozilla.org/manage/cases/?filter-id=1596,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210439&rhs=210441,210439,210441
No,No,TC1593 has been disabled,,1593,1800,https://moztrap.mozilla.org/manage/cases/?filter-id=1593,https://moztrap.mozilla.org/manage/cases/?filter-id=1800,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210439&rhs=210617,210439,210617
No,No,TC1596 has been disabled,,1595,1596,https://moztrap.mozilla.org/manage/cases/?filter-id=1595,https://moztrap.mozilla.org/manage/cases/?filter-id=1596,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210440&rhs=210441,210440,210441
No,No,TC1596 has been disabled,,1596,1599,https://moztrap.mozilla.org/manage/cases/?filter-id=1596,https://moztrap.mozilla.org/manage/cases/?filter-id=1599,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210441&rhs=210442,210441,210442
No,No,TC1596 has been disabled,,1596,1800,https://moztrap.mozilla.org/manage/cases/?filter-id=1596,https://moztrap.mozilla.org/manage/cases/?filter-id=1800,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210441&rhs=210617,210441,210617
No,Yes,The two different functions can be performed at the same time,Yes,1599,1800,https://moztrap.mozilla.org/manage/cases/?filter-id=1599,https://moztrap.mozilla.org/manage/cases/?filter-id=1800,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210442&rhs=210617,210442,210617
No,Yes,The two different functions can be performed at the same time,Yes,1601,1602,https://moztrap.mozilla.org/manage/cases/?filter-id=1601,https://moztrap.mozilla.org/manage/cases/?filter-id=1602,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210444&rhs=210445,210444,210445
No,Yes,The two different functions can be performed at the same time,Yes,1614,1750,https://moztrap.mozilla.org/manage/cases/?filter-id=1614,https://moztrap.mozilla.org/manage/cases/?filter-id=1750,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210452&rhs=210574,210452,210574
No,Yes,The two different functions can be performed at the same time,Yes,1621,1622,https://moztrap.mozilla.org/manage/cases/?filter-id=1621,https://moztrap.mozilla.org/manage/cases/?filter-id=1622,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210459&rhs=210460,210459,210460
No,Yes,The two different functions can be performed at the same time,Yes,1622,1623,https://moztrap.mozilla.org/manage/cases/?filter-id=1622,https://moztrap.mozilla.org/manage/cases/?filter-id=1623,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210460&rhs=210461,210460,210461
No,Yes,The two different functions can be performed at the same time,Yes,1622,1625,https://moztrap.mozilla.org/manage/cases/?filter-id=1622,https://moztrap.mozilla.org/manage/cases/?filter-id=1625,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210460&rhs=210463,210460,210463
No,Yes,The two different functions can be performed at the same time,Yes,1622,1626,https://moztrap.mozilla.org/manage/cases/?filter-id=1622,https://moztrap.mozilla.org/manage/cases/?filter-id=1626,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210460&rhs=210464,210460,210464
No,Yes,The two different functions can be performed at the same time,Yes,1622,1627,https://moztrap.mozilla.org/manage/cases/?filter-id=1622,https://moztrap.mozilla.org/manage/cases/?filter-id=1627,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210460&rhs=210465,210460,210465
No,Yes,The two different functions can be performed at the same time,Yes,1622,1632,https://moztrap.mozilla.org/manage/cases/?filter-id=1622,https://moztrap.mozilla.org/manage/cases/?filter-id=1632,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210460&rhs=210468,210460,210468
No,Yes,The two different functions can be performed at the same time,Yes,1622,1633,https://moztrap.mozilla.org/manage/cases/?filter-id=1622,https://moztrap.mozilla.org/manage/cases/?filter-id=1633,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210460&rhs=210469,210460,210469
No,Yes,The two different functions can be performed at the same time,Yes,1622,1684,https://moztrap.mozilla.org/manage/cases/?filter-id=1622,https://moztrap.mozilla.org/manage/cases/?filter-id=1684,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210460&rhs=210509,210460,210509
No,No,The bookmark function in TC1696 has been removed from new version,,1622,1696,https://moztrap.mozilla.org/manage/cases/?filter-id=1622,https://moztrap.mozilla.org/manage/cases/?filter-id=1696,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210460&rhs=210521,210460,210521
No,No,The bottom bar in TC1729 has been removed from new version,,1622,1729,https://moztrap.mozilla.org/manage/cases/?filter-id=1622,https://moztrap.mozilla.org/manage/cases/?filter-id=1729,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210460&rhs=210553,210460,210553
No,Yes,The two different functions can be performed at the same time,Yes,1622,1756,https://moztrap.mozilla.org/manage/cases/?filter-id=1622,https://moztrap.mozilla.org/manage/cases/?filter-id=1756,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210460&rhs=210580,210460,210580
No,Yes,The two different functions can be performed at the same time,Yes,1622,1760,https://moztrap.mozilla.org/manage/cases/?filter-id=1622,https://moztrap.mozilla.org/manage/cases/?filter-id=1760,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210460&rhs=210584,210460,210584
No,Yes,The two different functions can be performed at the same time,Yes,1622,1765,https://moztrap.mozilla.org/manage/cases/?filter-id=1622,https://moztrap.mozilla.org/manage/cases/?filter-id=1765,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210460&rhs=210589,210460,210589
No,Yes,The two different functions can be performed at the same time,Yes,1622,1766,https://moztrap.mozilla.org/manage/cases/?filter-id=1622,https://moztrap.mozilla.org/manage/cases/?filter-id=1766,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210460&rhs=210590,210460,210590
No,No,The test type in TC1768 include in TC1622 and the TC 1768 has been disabled,,1622,1768,https://moztrap.mozilla.org/manage/cases/?filter-id=1622,https://moztrap.mozilla.org/manage/cases/?filter-id=1768,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210460&rhs=210591,210460,210591
No,No,Different test points in the two cases,,1622,2087,https://moztrap.mozilla.org/manage/cases/?filter-id=1622,https://moztrap.mozilla.org/manage/cases/?filter-id=2087,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210460&rhs=210844,210460,210844
No,No,Different test points in the two cases,,1622,2358,https://moztrap.mozilla.org/manage/cases/?filter-id=1622,https://moztrap.mozilla.org/manage/cases/?filter-id=2358,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210460&rhs=211070,210460,211070
No,No,Different test points in the two cases,,1622,2367,https://moztrap.mozilla.org/manage/cases/?filter-id=1622,https://moztrap.mozilla.org/manage/cases/?filter-id=2367,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210460&rhs=211079,210460,211079
No,No,Different test points in the two cases,,1622,2412,https://moztrap.mozilla.org/manage/cases/?filter-id=1622,https://moztrap.mozilla.org/manage/cases/?filter-id=2412,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210460&rhs=211116,210460,211116
No,Yes,"TC 1625 has been merged with TC 1622, and the TC 1628 also can be merged with TC 1622",Yes,1625,1628,https://moztrap.mozilla.org/manage/cases/?filter-id=1625,https://moztrap.mozilla.org/manage/cases/?filter-id=1628,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210463&rhs=210466,210463,210466
No,No,TC 1626 and TC 1633 have been merged with TC 1622,,1626,1633,https://moztrap.mozilla.org/manage/cases/?filter-id=1626,https://moztrap.mozilla.org/manage/cases/?filter-id=1633,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210464&rhs=210469,210464,210469
No,No,TC 1632 and TC 1633 have been merged with TC 1622,,1632,1633,https://moztrap.mozilla.org/manage/cases/?filter-id=1632,https://moztrap.mozilla.org/manage/cases/?filter-id=1633,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210468&rhs=210469,210468,210469
No,Yes,"TC 1632 has been merged with TC 1622, and the TC 1654 also can be merged with TC 1622",Yes,1632,1654,https://moztrap.mozilla.org/manage/cases/?filter-id=1632,https://moztrap.mozilla.org/manage/cases/?filter-id=1654,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210468&rhs=210483,210468,210483
No,No,TC 1742 has been disabled and the TC 1632 has been merged with TC1622,,1632,1742,https://moztrap.mozilla.org/manage/cases/?filter-id=1632,https://moztrap.mozilla.org/manage/cases/?filter-id=1742,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210468&rhs=210566,210468,210566
No,No,TC 1632 has been merged with TC 1622,,1632,1764,https://moztrap.mozilla.org/manage/cases/?filter-id=1632,https://moztrap.mozilla.org/manage/cases/?filter-id=1764,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210468&rhs=210588,210468,210588
No,No,TC 1632 and TC 1765 have been merged with TC 1622,,1632,1765,https://moztrap.mozilla.org/manage/cases/?filter-id=1632,https://moztrap.mozilla.org/manage/cases/?filter-id=1765,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210468&rhs=210589,210468,210589
No,No,TC 1633 and TC 1684 have been merged with TC 1622,,1633,1684,https://moztrap.mozilla.org/manage/cases/?filter-id=1633,https://moztrap.mozilla.org/manage/cases/?filter-id=1684,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210469&rhs=210509,210469,210509
No,No,"TC1633 has been merged with TC 1622, and the TC 1687 include in TC 1622",,1633,1687,https://moztrap.mozilla.org/manage/cases/?filter-id=1633,https://moztrap.mozilla.org/manage/cases/?filter-id=1687,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210469&rhs=210512,210469,210512
No,No,"TC1633 has been merged with TC 1622, and the function in TC1696 has been removed from new version",,1633,1696,https://moztrap.mozilla.org/manage/cases/?filter-id=1633,https://moztrap.mozilla.org/manage/cases/?filter-id=1696,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210469&rhs=210521,210469,210521
No,No,"TC1633 has been merged with TC 1622, and the function in TC1729 has been removed from new version",,1633,1729,https://moztrap.mozilla.org/manage/cases/?filter-id=1633,https://moztrap.mozilla.org/manage/cases/?filter-id=1729,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210469&rhs=210553,210469,210553
No,No,TC 1633 and TC 1756 have been merged with TC 1622,,1633,1756,https://moztrap.mozilla.org/manage/cases/?filter-id=1633,https://moztrap.mozilla.org/manage/cases/?filter-id=1756,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210469&rhs=210580,210469,210580
No,No,TC 1633 and TC 1760 have been merged with TC 1622,,1633,1760,https://moztrap.mozilla.org/manage/cases/?filter-id=1633,https://moztrap.mozilla.org/manage/cases/?filter-id=1760,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210469&rhs=210584,210469,210584
No,No,TC 1633 has been merged with TC 1622,,1633,1764,https://moztrap.mozilla.org/manage/cases/?filter-id=1633,https://moztrap.mozilla.org/manage/cases/?filter-id=1764,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210469&rhs=210588,210469,210588
No,No,TC 1633 and TC 1765 have been merged with TC 1622,,1633,1765,https://moztrap.mozilla.org/manage/cases/?filter-id=1633,https://moztrap.mozilla.org/manage/cases/?filter-id=1765,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210469&rhs=210589,210469,210589
No,No,TC 1633 and TC 1766 have been merged with TC 1622,,1633,1766,https://moztrap.mozilla.org/manage/cases/?filter-id=1633,https://moztrap.mozilla.org/manage/cases/?filter-id=1766,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210469&rhs=210590,210469,210590
No,No,"TC1633 has been merged with TC 1622, and the TC 1768 has been disabled",,1633,1768,https://moztrap.mozilla.org/manage/cases/?filter-id=1633,https://moztrap.mozilla.org/manage/cases/?filter-id=1768,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210469&rhs=210591,210469,210591
No,No,"Different test points in the two cases, and all of them have been disabled",,1633,2367,https://moztrap.mozilla.org/manage/cases/?filter-id=1633,https://moztrap.mozilla.org/manage/cases/?filter-id=2367,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210469&rhs=211079,210469,211079
No,No,Two cases have been disabled,,1640,1742,https://moztrap.mozilla.org/manage/cases/?filter-id=1640,https://moztrap.mozilla.org/manage/cases/?filter-id=1742,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210476&rhs=210566,210476,210566
No,No,Bookmark function has been removed from the new version,,1655,1696,https://moztrap.mozilla.org/manage/cases/?filter-id=1655,https://moztrap.mozilla.org/manage/cases/?filter-id=1696,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210484&rhs=210521,210484,210521
No,No,Two cases have been disabled,,1660,1696,https://moztrap.mozilla.org/manage/cases/?filter-id=1660,https://moztrap.mozilla.org/manage/cases/?filter-id=1696,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210489&rhs=210521,210489,210521
No,No,Two cases have been disabled,,1672,1681,https://moztrap.mozilla.org/manage/cases/?filter-id=1672,https://moztrap.mozilla.org/manage/cases/?filter-id=1681,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210500&rhs=210507,210500,210507
No,No,Two cases have been disabled,,1672,1696,https://moztrap.mozilla.org/manage/cases/?filter-id=1672,https://moztrap.mozilla.org/manage/cases/?filter-id=1696,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210500&rhs=210521,210500,210521
No,No,"Different test points in the two cases, TC 1681 have been disabled",,1679,1681,https://moztrap.mozilla.org/manage/cases/?filter-id=1679,https://moztrap.mozilla.org/manage/cases/?filter-id=1681,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210505&rhs=210507,210505,210507
No,No,Two cases have been disabled,,1681,1696,https://moztrap.mozilla.org/manage/cases/?filter-id=1681,https://moztrap.mozilla.org/manage/cases/?filter-id=1696,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210507&rhs=210521,210507,210521
No,No,Two cases have been disabled,,1681,1742,https://moztrap.mozilla.org/manage/cases/?filter-id=1681,https://moztrap.mozilla.org/manage/cases/?filter-id=1742,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210507&rhs=210566,210507,210566
No,Yes,The two different functions can be performed at the same time,Yes,1684,1687,https://moztrap.mozilla.org/manage/cases/?filter-id=1684,https://moztrap.mozilla.org/manage/cases/?filter-id=1687,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210509&rhs=210512,210509,210512
No,No,"TC1684 has been merged with TC 1687, TC 1696 have been disabled",,1684,1696,https://moztrap.mozilla.org/manage/cases/?filter-id=1684,https://moztrap.mozilla.org/manage/cases/?filter-id=1696,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210509&rhs=210521,210509,210521
No,No,"TC1684 has been merged with TC 1687, TC 1729 have been disabled",,1684,1729,https://moztrap.mozilla.org/manage/cases/?filter-id=1684,https://moztrap.mozilla.org/manage/cases/?filter-id=1729,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210509&rhs=210553,210509,210553
No,No,"Different test points in the two cases, TC 1696 have been disabled",,1687,1696,https://moztrap.mozilla.org/manage/cases/?filter-id=1687,https://moztrap.mozilla.org/manage/cases/?filter-id=1696,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210512&rhs=210521,210512,210521
No,No,Two cases have been disabled,,1688,1742,https://moztrap.mozilla.org/manage/cases/?filter-id=1688,https://moztrap.mozilla.org/manage/cases/?filter-id=1742,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210513&rhs=210566,210513,210566
No,Yes,TC1689 is included in TC1691,Yes,1689,1691,https://moztrap.mozilla.org/manage/cases/?filter-id=1689,https://moztrap.mozilla.org/manage/cases/?filter-id=1691,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210514&rhs=210516,210514,210516
No,No,"TC1689 has been merged with TC 1691, TC 1696 have been disabled",,1689,1696,https://moztrap.mozilla.org/manage/cases/?filter-id=1689,https://moztrap.mozilla.org/manage/cases/?filter-id=1696,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210514&rhs=210521,210514,210521
No,No,"Different test points in the two cases, TC 1690 have been disabled",,1690,1691,https://moztrap.mozilla.org/manage/cases/?filter-id=1690,https://moztrap.mozilla.org/manage/cases/?filter-id=1691,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210515&rhs=210516,210515,210516
No,No,Two cases have been disabled,,1690,1696,https://moztrap.mozilla.org/manage/cases/?filter-id=1690,https://moztrap.mozilla.org/manage/cases/?filter-id=1696,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210515&rhs=210521,210515,210521
No,No,"Different test points in the two cases, TC 1696 have been disabled",,1691,1696,https://moztrap.mozilla.org/manage/cases/?filter-id=1691,https://moztrap.mozilla.org/manage/cases/?filter-id=1696,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210516&rhs=210521,210516,210521
No,No,Two cases have been disabled,,1692,1696,https://moztrap.mozilla.org/manage/cases/?filter-id=1692,https://moztrap.mozilla.org/manage/cases/?filter-id=1696,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210517&rhs=210521,210517,210521
No,No,Two cases have been disabled,,1693,1696,https://moztrap.mozilla.org/manage/cases/?filter-id=1693,https://moztrap.mozilla.org/manage/cases/?filter-id=1696,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210518&rhs=210521,210518,210521
No,No,Two cases have been disabled,,1695,1696,https://moztrap.mozilla.org/manage/cases/?filter-id=1695,https://moztrap.mozilla.org/manage/cases/?filter-id=1696,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210520&rhs=210521,210520,210521
No,No,Two cases have been disabled,,1696,1729,https://moztrap.mozilla.org/manage/cases/?filter-id=1696,https://moztrap.mozilla.org/manage/cases/?filter-id=1729,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210521&rhs=210553,210521,210553
No,No,Two cases have been disabled,,1696,1742,https://moztrap.mozilla.org/manage/cases/?filter-id=1696,https://moztrap.mozilla.org/manage/cases/?filter-id=1742,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210521&rhs=210566,210521,210566
No,No,Two cases have been disabled,,1696,1756,https://moztrap.mozilla.org/manage/cases/?filter-id=1696,https://moztrap.mozilla.org/manage/cases/?filter-id=1756,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210521&rhs=210580,210521,210580
No,No,"Different test points in the two cases, TC 1696 have been disabled",,1696,1760,https://moztrap.mozilla.org/manage/cases/?filter-id=1696,https://moztrap.mozilla.org/manage/cases/?filter-id=1760,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210521&rhs=210584,210521,210584
No,No,"Different test points in the two cases, TC 1696 have been disabled",,1696,1762,https://moztrap.mozilla.org/manage/cases/?filter-id=1696,https://moztrap.mozilla.org/manage/cases/?filter-id=1762,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210521&rhs=210586,210521,210586
No,No,Two cases have been disabled,,1696,1765,https://moztrap.mozilla.org/manage/cases/?filter-id=1696,https://moztrap.mozilla.org/manage/cases/?filter-id=1765,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210521&rhs=210589,210521,210589
No,No,"Different test points in the two cases, TC 1696 have been disabled",,1696,1768,https://moztrap.mozilla.org/manage/cases/?filter-id=1696,https://moztrap.mozilla.org/manage/cases/?filter-id=1768,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210521&rhs=210591,210521,210591
No,No,Two cases have been disabled,,1696,2353,https://moztrap.mozilla.org/manage/cases/?filter-id=1696,https://moztrap.mozilla.org/manage/cases/?filter-id=2353,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210521&rhs=211066,210521,211066
No,No,Two cases have been disabled,,1696,2367,https://moztrap.mozilla.org/manage/cases/?filter-id=1696,https://moztrap.mozilla.org/manage/cases/?filter-id=2367,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210521&rhs=211079,210521,211079
No,No,Two cases have been disabled,,1696,2372,https://moztrap.mozilla.org/manage/cases/?filter-id=1696,https://moztrap.mozilla.org/manage/cases/?filter-id=2372,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210521&rhs=211084,210521,211084
No,No,"Different test points in the two cases, TC 1696 have been disabled",,1696,2412,https://moztrap.mozilla.org/manage/cases/?filter-id=1696,https://moztrap.mozilla.org/manage/cases/?filter-id=2412,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210521&rhs=211116,210521,211116
No,No,Two cases have been disabled,,1696,2424,https://moztrap.mozilla.org/manage/cases/?filter-id=1696,https://moztrap.mozilla.org/manage/cases/?filter-id=2424,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210521&rhs=211126,210521,211126
No,No,"Different test points in the two cases, TC 1742 have been disabled",,1719,1742,https://moztrap.mozilla.org/manage/cases/?filter-id=1719,https://moztrap.mozilla.org/manage/cases/?filter-id=1742,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210543&rhs=210566,210543,210566
No,No,"Different test points in the two cases, TC 1742 have been disabled",,1722,1742,https://moztrap.mozilla.org/manage/cases/?filter-id=1722,https://moztrap.mozilla.org/manage/cases/?filter-id=1742,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210546&rhs=210566,210546,210566
No,Yes,The two different functions can be performed at the same time,Yes,1725,1726,https://moztrap.mozilla.org/manage/cases/?filter-id=1725,https://moztrap.mozilla.org/manage/cases/?filter-id=1726,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210549&rhs=210550,210549,210550
No,No,Two cases have been disabled,,1727,1729,https://moztrap.mozilla.org/manage/cases/?filter-id=1727,https://moztrap.mozilla.org/manage/cases/?filter-id=1729,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210551&rhs=210553,210551,210553
No,No,Two cases have been disabled,,1729,1756,https://moztrap.mozilla.org/manage/cases/?filter-id=1729,https://moztrap.mozilla.org/manage/cases/?filter-id=1756,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210553&rhs=210580,210553,210580
No,No,Two cases have been disabled,,1729,1765,https://moztrap.mozilla.org/manage/cases/?filter-id=1729,https://moztrap.mozilla.org/manage/cases/?filter-id=1765,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210553&rhs=210589,210553,210589
No,No,Two cases have been disabled,,1729,1768,https://moztrap.mozilla.org/manage/cases/?filter-id=1729,https://moztrap.mozilla.org/manage/cases/?filter-id=1768,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210553&rhs=210591,210553,210591
No,No,Two cases have been disabled,,1730,1733,https://moztrap.mozilla.org/manage/cases/?filter-id=1730,https://moztrap.mozilla.org/manage/cases/?filter-id=1733,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210554&rhs=210557,210554,210557
No,Yes,"The two different functions can be performed at the same time,disable TC1732 since it's the same with TC1725",Yes,1732,1735,https://moztrap.mozilla.org/manage/cases/?filter-id=1732,https://moztrap.mozilla.org/manage/cases/?filter-id=1735,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210556&rhs=210559,210556,210559
No,Yes,The steps in TC1752 include in TC 1750,Yes,1750,1752,https://moztrap.mozilla.org/manage/cases/?filter-id=1750,https://moztrap.mozilla.org/manage/cases/?filter-id=1752,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210574&rhs=210576,210574,210576
Yes,NO,"The steps in TC1752 include in TC 1750, TC1751 and TC1752 almost the same, so disable TC1751",,1751,1752,https://moztrap.mozilla.org/manage/cases/?filter-id=1751,https://moztrap.mozilla.org/manage/cases/?filter-id=1752,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210575&rhs=210576,210575,210576
No,Yes,TC 1755 has been merged with TC 1753,Yes,1753,1755,https://moztrap.mozilla.org/manage/cases/?filter-id=1753,https://moztrap.mozilla.org/manage/cases/?filter-id=1755,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210577&rhs=210579,210577,210579
No,Yes,TC 1755 and 1756 have been merged with TC 1753,Yes,1755,1756,https://moztrap.mozilla.org/manage/cases/?filter-id=1755,https://moztrap.mozilla.org/manage/cases/?filter-id=1756,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210579&rhs=210580,210579,210580
Yes,No,The two cases almost the same,,1759,1768,https://moztrap.mozilla.org/manage/cases/?filter-id=1759,https://moztrap.mozilla.org/manage/cases/?filter-id=1768,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210583&rhs=210591,210583,210591
No,No,Two cases have been disabled,,1760,1765,https://moztrap.mozilla.org/manage/cases/?filter-id=1760,https://moztrap.mozilla.org/manage/cases/?filter-id=1765,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210584&rhs=210589,210584,210589
No,No,Two cases have been disabled,,1760,1768,https://moztrap.mozilla.org/manage/cases/?filter-id=1760,https://moztrap.mozilla.org/manage/cases/?filter-id=1768,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210584&rhs=210591,210584,210591
No,Yes,The two case can be merged in one,Yes,1762,1765,https://moztrap.mozilla.org/manage/cases/?filter-id=1762,https://moztrap.mozilla.org/manage/cases/?filter-id=1765,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210586&rhs=210589,210586,210589
No,Yes,The two case can be merged in one,Yes,1762,1766,https://moztrap.mozilla.org/manage/cases/?filter-id=1762,https://moztrap.mozilla.org/manage/cases/?filter-id=1766,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210586&rhs=210590,210586,210590
No,Yes,The two case can be merged in one,Yes,1762,1768,https://moztrap.mozilla.org/manage/cases/?filter-id=1762,https://moztrap.mozilla.org/manage/cases/?filter-id=1768,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210586&rhs=210591,210586,210591
Yes,No,TC 1765 and 1766 have been merged with TC 1762,,1765,1766,https://moztrap.mozilla.org/manage/cases/?filter-id=1765,https://moztrap.mozilla.org/manage/cases/?filter-id=1766,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210589&rhs=210590,210589,210590
Yes,No,TC 1765 and 1768 have been merged with TC 1762,,1765,1768,https://moztrap.mozilla.org/manage/cases/?filter-id=1765,https://moztrap.mozilla.org/manage/cases/?filter-id=1768,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210589&rhs=210591,210589,210591
No,No,"TC 1765 has been merged with TC1762, TC 2367 has been disabled",,1765,2367,https://moztrap.mozilla.org/manage/cases/?filter-id=1765,https://moztrap.mozilla.org/manage/cases/?filter-id=2367,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210589&rhs=211079,210589,211079
Yes,No,TC 1766 and TC 1768 has been merged with TC 1762,,1766,1768,https://moztrap.mozilla.org/manage/cases/?filter-id=1766,https://moztrap.mozilla.org/manage/cases/?filter-id=1768,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210590&rhs=210591,210590,210591
No,Yes,TC 1769 include in TC 1770,Yes,1769,1770,https://moztrap.mozilla.org/manage/cases/?filter-id=1769,https://moztrap.mozilla.org/manage/cases/?filter-id=1770,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210592&rhs=210593,210592,210593
